150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,141.91735663458726,150.0,-2,0
150.0,150.0,78.98836391818074,150.0,150.0,-2,0
150.0,43.89691652628722,82.32276242165368,150.0,150.0,-2,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,133.16952771163457,134.3525735460132,150.0,-1,0
150.0,111.34225977782663,89.17864579905911,101.12490260600417,150.0,-2,0
74.47191665816749,52.477742132856676,53.54593722608447,80.77705160353348,150.0,-4,1
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-4,0
150.0,150.0,150.0,150.0,150.0,-5,0
150.0,150.0,150.0,150.0,128.99918556025128,-2,0
150.0,150.0,150.0,113.29431527000918,117.93099686611194,-2,0
150.0,150.0,86.5247220066216,82.19601665584005,112.20063054826656,-4,0
63.23931932898197,49.60263976212284,54.95680302954521,96.16465553479692,150.0,-3,1
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,129.096219111877,142.41729735922945,150.0,150.0,0,0
124.40020133085922,96.68556892650726,106.83239520744725,150.0,150.0,0,0
78.98308583991772,61.530478573092445,67.91466588782575,118.02133823978168,150.0,0,1
150.0,150.0,150.0,150.0,150.0,3,0
121.94571566946084,150.0,150.0,150.0,150.0,5,0
60.28793847109363,64.64344081092375,106.27820623095843,150.0,150.0,3,1
52.39926039259652,36.4197751272851,36.69863405613554,54.05028805447034,150.0,1,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,4,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,148.42377387069226,150.0,150.0,150.0,0,0
133.2765953548845,115.62000958511602,142.02422213891944,150.0,150.0,0,0
95.1698198730626,82.6326737570789,101.38459997354822,150.0,150.0,1,0
62.733862002748545,47.94158091408318,51.956739155563895,87.03403153988106,150.0,1,1
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-3,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,3,0
